GNIS_NAME,LENGTHKM,PERMANENT_IDENTIFIER,REACHCODE,COMID,closest_node_m,snap_m,snap_xy,closest,name_check,name_check_txt,input_id
,3.59393795,11530759,1.01401E+13,11530759,809.9432722,809.9432722,POINT (-99.82475322209962 43.90981019773822),4,0,"no name match, water name and or gnis name not provided",FW08SD061
Elm Creek,10.96405047,12583589,1.01401E+13,12583589,1473.453896,0.000347448,POINT (-99.15812818435064 44.04587611999696),1,0,nan,FW08SD057
,1.830275352,12583515,1.01401E+13,12583515,1473.453896,1473.453896,POINT (-99.15432982260371 44.05880733204827),2,0,"no name match, water name and or gnis name not provided",FW08SD057
Elm Creek,3.694421054,12583523,1.01401E+13,12583523,1473.453896,1473.453896,POINT (-99.15432982260371 44.05880733204827),3,0,nan,FW08SD057
,3.945474514,12583565,1.01401E+13,12583565,2468.338279,1490.353595,POINT (-99.1739240105248 44.03875992188428),4,0,"no name match, water name and or gnis name not provided",FW08SD057
,3.023500824,22592131,1.81002E+13,22592131,1186.010357,10.49175379,POINT (-116.5497333119954 33.76064413867167),1,0,"no name match, water name and or gnis name not provided",FW08CA001
,3.644513989,22593539,1.81002E+13,22593539,1546.25919,1051.499138,POINT (-116.5484944491337 33.7511962413632),2,0,"no name match, water name and or gnis name not provided",FW08CA001
,1.433452285,22592133,1.81002E+13,22592133,1186.010357,1186.010357,POINT (-116.5626041961833 33.75972188116155),3,0,"no name match, water name and or gnis name not provided",FW08CA001
,4.550800542,22593541,1.81002E+13,22593541,1186.010357,1186.010357,POINT (-116.5626041961833 33.75972188116155),4,0,"no name match, water name and or gnis name not provided",FW08CA001
Dry Creek,5.863714672,15022523,1.80201E+13,15022523,957.3543388,16.53879074,POINT (-121.4472865781688 38.67555289485166),1,0,nan,FW08CA004
,2.303753259,15022529,1.80201E+13,15022529,770.7874768,492.9576015,POINT (-121.4444793231388 38.67155255370044),2,0,"no name match, water name and or gnis name not provided",FW08CA004
,7.486428655,15022525,1.80201E+13,15022525,957.3543388,647.0897605,POINT (-121.452347722231 38.67962247271587),3,0,"no name match, water name and or gnis name not provided",FW08CA004
,3.090871792,15022575,1.80201E+13,15022575,770.7874768,770.7874768,POINT (-121.4469365220042 38.66854920569983),4,0,"no name match, water name and or gnis name not provided",FW08CA004
,2.188228839,15022557,1.80201E+13,15022557,770.7874768,770.7874768,POINT (-121.4469365220042 38.66854920569983),5,0,"no name match, water name and or gnis name not provided",FW08CA004
West Fork Carson River,1.521468387,8922673,1.60502E+13,8922673,325.4501561,5.360685753,POINT (-119.9292394602027 38.73212284365528),1,0.16,FW08CA006,
Red Lake Creek,2.322432083,8922667,1.60502E+13,8922667,325.4501561,293.1384463,POINT (-119.9325847241877 38.73261582922318),2,0.117647059,FW08CA006,
West Fork Carson River,0.395357217,8922651,1.60502E+13,8922651,325.4501561,325.4501561,POINT (-119.932414191322 38.73366867312834),3,0.16,FW08CA006,
Hawkins Creek,2.723696342,8922659,1.60502E+13,8922659,555.241164,527.6926814,POINT (-119.9301393911121 38.73673487315755),4,0.25,FW08CA006,
Alamo Pintado Creek,0.952741275,17607469,1.806E+13,17607469,44.66477773,17.38297856,POINT (-120.0541489481246 34.74778962948218),1,0.181818182,nan,FW08CA007
Alamo Pintado Creek,2.09113817,17608911,1.806E+13,17608911,44.66477773,44.66477773,POINT (-120.0539303912222 34.74807767888457),2,0.181818182,nan,FW08CA007
,2.94543349,17608913,1.806E+13,17608913,44.66477773,44.66477773,POINT (-120.0539303912222 34.74807767888457),3,0,"no name match, water name and or gnis name not provided",FW08CA007
Alamo Pintado Creek,5.999125589,17607497,1.806E+13,17607497,6095.40923,825.6824649,POINT (-120.0605625239329 34.74256707975224),4,0.181818182,nan,FW08CA007
Grouse Creek,6.055008087,359295,1.80102E+13,359295,5226.444244,10.41321063,POINT (-122.7643153776005 42.00294159733139),1,0,FW08CA010,
Grouse Creek,0.660183788,361377,1.80102E+13,361377,1008.992439,385.8686549,POINT (-122.7665943872485 41.99986286788911),2,0,FW08CA010,
Cow Creek,0.725275255,361379,1.80102E+13,361379,1008.992439,900.6525758,POINT (-122.7717120338705 41.99695542979357),3,0,FW08CA010,
Beaver Creek,1.688241812,361419,1.80102E+13,361419,1008.992439,1008.992439,POINT (-122.7704661200225 41.99507486797671),4,0.133333333,FW08CA010,
Long Valley Creek,4.537009004,8914957,1.60503E+13,8914957,1052.428276,13.35389085,POINT (-119.3439584425095 38.31093332506381),1,0.2,FW08CA011,
Long Valley Creek,3.60157686,8914945,1.60503E+13,8914945,1052.428276,1052.428276,POINT (-119.3559227250707 38.3093414738874),2,0.2,FW08CA011,
Huntoon Creek,3.999091767,8915013,1.60503E+13,8915013,1052.428276,1052.428276,POINT (-119.3559227250707 38.3093414738874),3,0.25,FW08CA011,
Sespe Creek,1.136256559,17568579,1.80701E+13,17568579,402.2045537,14.93523963,POINT (-119.24974068703 34.55745918379413),1,0,nan,FW08CA012
,4.818107577,17567919,1.80701E+13,17567919,402.2045537,247.8901796,POINT (-119.248310592212 34.55923248025361),2,0,"no name match, water name and or gnis name not provided",FW08CA012
Sespe Creek,1.323979676,17568009,1.80701E+13,17568009,402.2045537,402.2045537,POINT (-119.2456255256162 34.55870868030537),3,0,nan,FW08CA012
Sespe Creek,0.356602385,17567939,1.80701E+13,17567939,728.4982764,728.4982764,POINT (-119.2577015922764 34.55757961295606),4,0,nan,FW08CA012
,1.176715921,17568021,1.80701E+13,17568021,728.4982764,728.4982764,POINT (-119.2577015922764 34.55757961295606),5,0,"no name match, water name and or gnis name not provided",FW08CA012
M Line Creek,2.213387191,8315767,1.80101E+13,8315767,136.4502463,10.09283453,POINT (-124.0859602111466 41.09032047896105),1,0.133333333,nan,FW08CA013
Maple Creek,5.860535439,8315755,1.80101E+13,8315755,136.4502463,136.2614604,POINT (-124.0857878338923 41.09157315090694),2,0.142857143,nan,FW08CA013
Maple Creek,1.862105668,8315749,1.80101E+13,8315749,136.4502463,136.4502463,POINT (-124.0858375177963 41.09157567021877),3,0.142857143,nan,FW08CA013
,0.539330765,8315753,1.80101E+13,8315753,1324.75907,1167.239423,POINT (-124.0988775942825 41.09418506533858),4,0,"no name match, water name and or gnis name not provided",FW08CA013
Smith Creek,2.085311773,2810225,1.805E+13,2810225,315.2629264,4.830717925,POINT (-121.6748706000582 37.32881701341704),1,0,nan,FW08CA016
,2.514831398,2810223,1.805E+13,2810223,315.2629264,315.2629264,POINT (-121.67258378839 37.32662860905398),2,0,"no name match, water name and or gnis name not provided",FW08CA016
Smith Creek,1.625541789,2811071,1.805E+13,2811071,315.2629264,315.2629264,POINT (-121.67258378839 37.32662860905398),3,0,nan,FW08CA016
,1.925896244,17694139,1.805E+13,17694139,1019.71987,993.4837209,POINT (-121.6853727879082 37.33214020897577),4,0,"no name match, water name and or gnis name not provided",FW08CA016
Big Creek,1.40636006,22050309,1.803E+13,22050309,607.3484301,0.004144075,POINT (-119.2314146376353 36.96370511786017),1,0,FW08CA017,
Big Creek,2.042801983,22050341,1.803E+13,22050341,607.3484301,607.3484301,POINT (-119.2297085917537 36.95845367565583),2,0,FW08CA017,
Nutmeg Creek,2.558407932,22050311,1.803E+13,22050311,607.3484301,607.3484301,POINT (-119.2297085917537 36.95845367565583),3,0.133333333,FW08CA017,
Big Creek,4.891811506,22050253,1.803E+13,22050253,778.1198573,778.1198573,POINT (-119.2339763922749 36.97035047603066),4,0,FW08CA017,
Rush Creek,3.174200687,22057143,1.803E+13,22057143,778.1198573,778.1198573,POINT (-119.2339763922749 36.97035047603066),5,0,FW08CA017,
Little Schneider Creek,5.161238064,8028376,1.80201E+13,8028376,1970.904213,0.002051778,POINT (-121.0465597241911 39.90521375920044),1,0.08,nan,FW08CA075
,3.633937657,8028360,1.80201E+13,8028360,939.0885373,1001.850127,POINT (-121.055159070778 39.91135027255854),2,0,"no name match, water name and or gnis name not provided",FW08CA075
,2.789183454,8028372,1.80201E+13,8028372,1678.086641,1002.488854,POINT (-121.0373167890707 39.89962940467964),3,0,"no name match, water name and or gnis name not provided",FW08CA075
East Branch Schneider Creek,2.313056266,8028374,1.80201E+13,8028374,2039.62497,1398.393294,POINT (-121.06013018863 39.89811260483888),4,0.133333333,nan,FW08CA075
Deep Creek,1.315557079,14571158,1.01102E+13,14571158,30.24146174,0.000815433,POINT (-103.5123701991458 46.41794240733154),1,0,nan,FW08ND026
Deep Creek,0.772594638,14571144,1.01102E+13,14571144,30.24146174,30.24146174,POINT (-103.5119832833127 46.41789732791138),2,0,nan,FW08ND026
,3.585975697,14572104,1.01102E+13,14572104,30.24146174,30.68001693,POINT (-103.5119946183895 46.41785083410919),3,0,"no name match, water name and or gnis name not provided",FW08ND026
,3.910763727,14572102,1.01102E+13,14572102,458.5601942,442.4296516,POINT (-103.5105868832972 46.42173579478258),4,0,"no name match, water name and or gnis name not provided",FW08ND026
Pembina River,2.270830068,14414979,9.02032E+12,14414979,189.3157671,4.847662296,POINT (-98.07482345148412 48.92112732842281),1,0.25,nan,FW08ND007
Pembina River,1.367470729,14414991,9.02032E+12,14414991,189.3157671,189.3157671,POINT (-98.0728198253597 48.92004019103407),2,0.25,nan,FW08ND007
,2.840591976,14415019,9.02032E+12,14415019,189.3157671,192.9884764,POINT (-98.07397645216209 48.9194313137052),3,0,"no name match, water name and or gnis name not provided",FW08ND007
,1.740717804,14414975,9.02032E+12,14414975,749.3558353,533.1710897,POINT (-98.06941702515392 48.9242653907825),4,0,"no name match, water name and or gnis name not provided",FW08ND007
Little South Pembina River,1.064640992,14415343,9.02032E+12,14415343,179.939231,0.000318997,POINT (-98.00571028418393 48.83914241934441),1,0.137931034,nan,FW08RND9033
Little South Pembina River,2.395247124,14415865,9.02032E+12,14415865,179.939231,174.1081742,POINT (-98.00756122486985 48.83817039088224),2,0.137931034,nan,FW08RND9033
,1.246142157,14415375,9.02032E+12,14415375,179.939231,179.939231,POINT (-98.00749229179432 48.83803332474348),3,0,"no name match, water name and or gnis name not provided",FW08RND9033
Little South Pembina River,0.368381027,14416553,9.02032E+12,14416553,657.7063158,420.2923362,POINT (-98.00037662477141 48.84041999089959),4,0.137931034,nan,FW08RND9033
Willow Creek,11.24383248,14156586,9.01E+12,14156586,319.7597131,0.000723913,POINT (-100.0674000039762 48.82919436398706),1,0,FW08RND9138,
Indian Creek,4.352636643,14156482,9.01E+12,14156482,319.7597131,317.8457162,POINT (-100.0710428221946 48.83071132395514),2,0.4,FW08RND9138,
Willow Creek,3.329367439,14156484,9.01E+12,14156484,319.7597131,319.7597131,POINT (-100.0714932877859 48.83009459126239),3,0,FW08RND9138,
Little Missouri River,2.020053492,14569800,1.01102E+13,14569800,198.3000325,0.002821748,POINT (-103.5408473368487 46.89423029911741),1,0,nan,FW08RND010458
Sully Creek,11.08267884,14569804,1.01102E+13,14569804,198.3000325,191.0000189,POINT (-103.5400780995453 46.8958717406207),2,0,nan,FW08RND010458
Little Missouri River,3.296956711,14569798,1.01102E+13,14569798,198.3000325,198.3000325,POINT (-103.5403172162199 46.89598379380891),3,0,nan,FW08RND010458
,3.162092129,14567778,1.01102E+13,14567778,1299.647127,1180.741948,POINT (-103.5355684158442 46.90425319429303),4,0,"no name match, water name and or gnis name not provided",FW08RND010458
Little Missouri River,0.998729196,9789690,1.01102E+13,9789690,324.0748822,0.003504074,POINT (-103.9119486607059 46.25350833576609),1,0,nan,FW08RND010456
Little Missouri River,0.888059155,9788750,1.01102E+13,9788750,324.0748822,324.0748822,POINT (-103.9131842158625 46.25630052800565),2,0,nan,FW08RND010456
Worser Creek,4.829902856,9788752,1.01102E+13,9788752,324.0748822,331.4663865,POINT (-103.9122760183297 46.25648813830025),3,0,nan,FW08RND010456
,3.157053362,9789692,1.01102E+13,9789692,637.3311755,622.8664343,POINT (-103.9138270156783 46.24804719498435),4,0,"no name match, water name and or gnis name not provided",FW08RND010456
Heart River,7.200513255,16235901,1.01302E+13,16235901,755.3118965,0.002152973,POINT (-102.4274817238159 46.77388381969975),1,0.142857143,nan,FW08RND010460
,2.505059675,16236003,1.01302E+13,16236003,853.7699964,680.9753567,POINT (-102.426432484164 46.76777759413618),2,0,"no name match, water name and or gnis name not provided",FW08RND010460
,0.373806047,16235921,1.01302E+13,16235921,755.3118965,730.6879076,POINT (-102.4226090854325 46.7682133267236),3,0,"no name match, water name and or gnis name not provided",FW08RND010460
Heart River,0.820326515,16235919,1.01302E+13,16235919,755.3118965,755.3118965,POINT (-102.4210134846625 46.76873952674087),4,0.142857143,nan,FW08RND010460
,2.189223523,16203718,1.01302E+13,16203718,704.8777019,0.07195931,POINT (-100.8727989587287 46.38958631223915),1,0,"no name match, water name and or gnis name not provided",FW08ND001
Cannonball River,1.351689367,16203710,1.01302E+13,16203710,704.8777019,488.4842312,POINT (-100.8724183084743 46.39398498473869),2,0.210526316,nan,FW08ND001
Cannonball River,1.453602858,16203708,1.01302E+13,16203708,704.8777019,704.8777019,POINT (-100.8649708871729 46.3928693282399),3,0.210526316,nan,FW08ND001
,0.423958392,16203970,1.01302E+13,16203970,802.2050949,805.9932244,POINT (-100.8747443600307 46.38244433305881),4,0,"no name match, water name and or gnis name not provided",FW08ND001
Souris River,0.976181094,14172567,9.01E+12,14172567,254.2130693,5.206282988,POINT (-100.920939760946 48.06342576227006),1,0,nan,FW08ND003
,1.939241359,14172585,9.01E+12,14172585,254.2130693,56.32155793,POINT (-100.9207856878873 48.06287832522509),2,0,"no name match, water name and or gnis name not provided",FW08ND003
Souris River,0.279500725,14172569,9.01E+12,14172569,254.2130693,254.2130693,POINT (-100.9240572866786 48.06248839209407),3,0,nan,FW08ND003
,0.194001993,14172579,9.01E+12,14172579,484.0302447,466.930476,POINT (-100.9150250209327 48.06208079215511),4,0,"no name match, water name and or gnis name not provided",FW08ND003
Goose River,8.457799659,14145293,9.02011E+12,14145293,1619.688391,6.114792768,POINT (-96.87669493679155 47.45976346498293),1,0,FW08ND004,
Red River of the North,3.546793372,6696280,9.02011E+12,6696280,1619.688391,1041.996482,POINT (-96.86339362592042 47.45720399277028),2,0.08,FW08ND004,
Red River of the North,1.280797492,6696224,9.02011E+12,6696224,1612.334511,1527.9288,POINT (-96.85981849381081 47.46737059319647),3,0.08,FW08ND004,
Heart River,1.70946681,16224157,1.01302E+13,16224157,520.7648259,1.892947962,POINT (-101.7332883138581 46.58914294303494),1,0.142857143,nan,FW08ND005
Heart River,6.137815209,16224891,1.01302E+13,16224891,520.7648259,512.497224,POINT (-101.7389210185723 46.59161279373044),2,0.142857143,nan,FW08ND005
Heart Butte Creek,9.857065097,16224877,1.01302E+13,16224877,520.7648259,520.7648259,POINT (-101.738855085804 46.591818393712),3,0.1,nan,FW08ND005
,2.477775987,16224155,1.01302E+13,16224155,734.0534771,699.4903195,POINT (-101.7244974186121 46.58749152779924),4,0,"no name match, water name and or gnis name not provided",FW08ND005
Little Missouri River,3.296956711,14569798,1.01102E+13,14569798,978.2038821,10.22630271,POINT (-103.5472912168696 46.90927457602719),1,0,nan,FW08ND006
,3.162092129,14567778,1.01102E+13,14567778,978.2038821,977.8354255,POINT (-103.5359002829037 46.90514472724534),2,0,"no name match, water name and or gnis name not provided",FW08ND006
Little Missouri River,1.548406042,14567748,1.01102E+13,14567748,978.2038821,978.2038821,POINT (-103.5356996828116 46.90541879411908),3,0,nan,FW08ND006
Railroad Creek,2.608768815,14567734,1.01102E+13,14567734,1383.229228,1383.229228,POINT (-103.5320460825802 46.91592872673028),4,0.117647059,nan,FW08ND006
Little Missouri River,2.652459627,14567692,1.01102E+13,14567692,1383.229228,1383.229228,POINT (-103.5320460825802 46.91592872673028),5,0,nan,FW08ND006
Spring Creek,3.300380431,16246991,1.01302E+13,16246991,507.1994058,10.63281567,POINT (-102.1928847350059 47.30467419042391),1,0.133333333,nan,FW08ND010
,4.617787203,16247053,1.01302E+13,16247053,507.1994058,436.2302488,POINT (-102.1932244846903 47.30063899327145),2,0,"no name match, water name and or gnis name not provided",FW08ND010
Spring Creek,1.541632029,16247017,1.01302E+13,16247017,507.1994058,507.1994058,POINT (-102.191679018193 47.30006879391821),3,0.133333333,nan,FW08ND010
Spring Creek,2.378836146,16246973,1.01302E+13,16246973,1002.922823,1002.922823,POINT (-102.2015336848762 47.31143872589119),4,0.133333333,nan,FW08ND010
,4.390825897,16246957,1.01302E+13,16246957,1002.922823,1002.922823,POINT (-102.2015336848762 47.31143872589119),5,0,"no name match, water name and or gnis name not provided",FW08ND010
Cedar Creek,3.291765373,21861500,1.01302E+13,21861500,810.4140795,1.01675917,POINT (-101.6170815075045 46.03089411800449),1,0.142857143,FW08ND012,
Cedar Creek,3.909743405,21861450,1.01302E+13,21861450,810.4140795,810.4140795,POINT (-101.6227120201359 46.03703679522564),2,0.142857143,FW08ND012,
Whitmore Creek,0.700496192,21861418,1.01302E+13,21861418,810.4140795,810.4140795,POINT (-101.6227120201359 46.03703679522564),3,0,FW08ND012,
Whitmore Creek,0.157265025,21861402,1.01302E+13,21861402,1252.763905,1252.763905,POINT (-101.6218262196101 46.04167519510789),4,0,FW08ND012,
Thirtymile Creek,4.646281794,16213846,1.01302E+13,16213846,573.2248726,4.823467404,POINT (-102.2405944352618 46.47800626745089),1,0,nan,FW08ND013
